# Copyright (c) 1966-2016 Johns Hopkins University. Use of this file adheres to the terms specified at https://omim.org/help/agreement.
# Generated: 2016-10-12
# This file provides links between the genes in OMIM and other gene identifiers.
# THIS IS NOT A TABLE OF GENE-PHENOTYPE RELATIONSHIPS.
# MIM Number	MIM Entry Type (see FAQ 1.3 at https://omim.org/help/faq)	Entrez Gene ID (NCBI)	Approved Gene Symbol (HGNC)	Ensembl Gene ID (Ensembl)
615688	phenotype			
615689	gene	57463	AMIGO1	ENSG00000181754,ENST00000369864
615690	gene	347902	AMIGO2	ENSG00000139211,ENST00000429635
615691	gene	386724	AMIGO3	ENSG00000176020,ENST00000320431
615692	gene	66005	CHID1	ENSG00000177830,ENST00000323578
615693	gene	399948	COLCA1	
615694	gene	120376	COLCA2	ENSG00000214290,ENST00000398035
615695	gene	124790	HEXIM2	ENSG00000168517,ENST00000307275
615696	phenotype			
615697	phenotype	103106902		
615698	gene	23646	PLD3	ENSG00000105223,ENST00000409419
615699	gene	65998	C11orf95	ENSG00000188070,ENST00000338498
615700	gene	260434	PYDC1	ENSG00000169900,ENST00000302964
615701	gene	152138	PYDC2	
615702	gene	390195	OR5AN1	ENSG00000176495,ENST00000313940
615703	phenotype			
615704	phenotype			
615705	phenotype			
615706	phenotype			
615707	phenotype			
615708	gene	26036	ZNF451	ENSG00000112200,ENST00000370706
615709	phenotype			
615710	phenotype			
615711	predominantly phenotypes			
615712	gene	90268	OTULIN	ENSG00000154124,ENST00000284274
615713	gene	23613	ZMYND8	ENSG00000101040,ENST00000360911
615714	gene	80862	ZNRD1ASP	ENSG00000204623,ENST00000421692
615715	phenotype			
615716	phenotype			
615717	gene	359710	BPIFB3	ENSG00000186190,ENST00000375494
615718	gene	149954	BPIFB4	ENSG00000186191,ENST00000375483
615719	gene	100507043	TUNAR	ENSG00000250366,ENST00000504119
615720	gene	57709	SLC7A14	ENSG00000013293,ENST00000231706
615721	phenotype			
615722	phenotype			
615723	phenotype			
615724	phenotype			
615725	phenotype			
615726	phenotype			
615727	gene	553128	KIR2DL5B	ENSG00000275946,ENST00000614018
615728	phenotype			
615729	gene	22904	SBNO2	ENSG00000278788,ENST00000631948
615730	gene	85440	DOCK7	ENSG00000116641,ENST00000404627
615731	phenotype			
615732	gene	55695	NSUN5	ENSG00000130305,ENST00000438747
615733	gene	114049	WBSCR22	ENSG00000071462,ENST00000265758
615734	gene	22911	WDR47	ENSG00000085433,ENST00000369965
615735	phenotype			
615736	gene	641700	ECSCR	ENSG00000249751,ENST00000618155
615737	gene	390243	IZUMO1R	ENSG00000183560,ENST00000328458
615738	gene	738	VPS51	ENSG00000149823,ENST00000279281
615739	gene	5462	POU5F1B	ENSG00000212993,ENST00000465342
615740	gene	9779	TBC1D5	ENSG00000131374,ENST00000253692
615741	gene	9812	KIAA0141	ENSG00000081791,ENST00000432126
615742	gene	9827	RGP1	ENSG00000107185,ENST00000378078
615743	gene	55209	SETD5	ENSG00000168137,ENST00000406341
615744	phenotype			
615745	phenotype			
615746	gene	79364	ZXDC	ENSG00000070476,ENST00000389709
615747	gene	1088	CEACAM8	ENSG00000124469,ENST00000244336
615748	gene	23325	KIAA1033	ENSG00000136051,ENST00000332180
615749	phenotype			
615750	phenotype			
615751	phenotype			
615752	phenotype			
615753	gene	9883	POM121	ENSG00000196313,ENST00000434423
615754	gene	100101267	POM121C	ENSG00000272391,ENST00000615331
615755	gene	283150	FOXR1	ENSG00000281277,ENST00000626640
615756	gene	9728	SECISBP2L	ENSG00000138593,ENST00000559471
615757	gene	55857	KIZ	ENSG00000088970,ENST00000419359
615758	phenotype			
615759	gene	57498	KIDINS220	ENSG00000134313,ENST00000256707
615760	phenotype			
615761	phenotype			
615762	gene	643226	GRXCR2	ENSG00000204928,ENST00000377976
615763	phenotype			
615764	gene	101234261	LSINCT5	
615765	gene	162515	SLC16A11	ENSG00000174326,ENST00000308009
615766	gene	23255	MTCL1	ENSG00000168502,ENST00000359865
615767	phenotype			
615768	phenotype			
615769	gene	26049	FAM169A	ENSG00000198780,ENST00000389156
615770	phenotype			
615771	phenotype			
615772	gene	645638	WFDC21P	
615773	gene	57001	SDHAF3	ENSG00000196636,ENST00000432641
615774	phenotype			
615775	gene	644186	SYCE3	ENSG00000217442,ENST00000402753
615776	gene	9696	CROCC	ENSG00000058453,ENST00000375541
615777	phenotype			
615778	gene	24146	CLDN15	ENSG00000106404,ENST00000401528
615779	phenotype			
615780	phenotype			
615781	gene	130340	AP1S3	ENSG00000152056,ENST00000443700
615782	gene	148523	CIART	ENSG00000159208,ENST00000290363
615783	gene	375607	NAT16	ENSG00000167011,ENST00000300303
615784	gene	2882	GPX7	ENSG00000116157,ENST00000361314
615785	phenotype			
615786	gene	138151	NACC2	ENSG00000148411,ENST00000371753
615787	gene	133686	NADK2	ENSG00000152620,ENST00000397338
615788	gene	10443	N4BP2L2	ENSG00000244754,ENST00000267068
615789	phenotype			
615790	gene	27245	AHDC1	ENSG00000126705,ENST00000247087
615791	gene	79873	NUDT18	ENSG00000275074,ENST00000613958
615792	gene	55270	NUDT15	ENSG00000136159,ENST00000258662
615793	gene	140862	ISM1	ENSG00000101230,ENST00000262487
615794	gene	22862	FNDC3A	ENSG00000102531,ENST00000378383
615795	gene	161835	FSIP1	ENSG00000150667,ENST00000350221
615796	gene	401024	FSIP2	ENSG00000188738,ENST00000424728
615797	gene	10255	HCG9	ENSG00000236579,ENST00000445934
615798	gene	9074	CLDN6	ENSG00000184697,ENST00000396925
615799	gene	9080	CLDN9	ENSG00000213937,ENST00000445369
615800	gene	29999	FSCN3	ENSG00000106328,ENST00000265825
615801	gene	100507399	HCG8	
615802	phenotype			
615803	phenotype			
615804	gene	646625	URAD	ENSG00000183463,ENST00000332715
615805	gene	100130015	URAHP	ENSG00000222019,ENST00000409873
615806	gene	121260	SLC15A4	ENSG00000139370,ENST00000266771
615807	phenotype			
615808	gene	51372	TMA7	ENSG00000232112,ENST00000438607
615809	phenotype			
615810	gene	28970	C11orf54	ENSG00000182919,ENST00000528288
615811	gene	53938	PPIL3	ENSG00000240344,ENST00000286175
615812	phenotype			
615813	gene	54540	FAM193B	ENSG00000146067,ENST00000506955
615814	gene	6815	STYX	ENSG00000198252,ENST00000354586
615815	gene	100507392	SENCR	ENSG00000254703,ENST00000526269
615816	phenotype			
615817	phenotype			
615818	gene	23378	RRP8	ENSG00000132275,ENST00000254605
615819	gene	445329	SULT1A4	ENSG00000213648,ENST00000360423
615820	gene	50717	DCAF8	ENSG00000132716,ENST00000368073
615821	phenotype			
615822	gene	548593	SLX1A	ENSG00000132207,ENST00000251303
615823	gene	79008	SLX1B	ENSG00000181625,ENST00000330181
615824	phenotype			
615825	gene	56241	SUSD2	ENSG00000099994,ENST00000358321
615826	gene	90529	STPG1	ENSG00000001460,ENST00000003583
615827	gene	55061	SUSD4	ENSG00000143502,ENST00000343846
615828	phenotype			
615829	phenotype			
615830	phenotype			
615831	gene	90624	LYRM7	ENSG00000186687,ENST00000379380
615832	gene	134111	UBE2QL1	ENSG00000215218,ENST00000399816
615833	phenotype			
615834	phenotype			
615835	phenotype			
615836	gene	23012	STK38L	ENSG00000211455,ENST00000389032
615837	phenotype			
615838	phenotype			
615839	gene	26063	DECR2	ENSG00000242612,ENST00000219481
615840	gene	79077	DCTPP1	ENSG00000179958,ENST00000319285
615841	phenotype			
615842	phenotype			
615843	gene	8560	DEGS1	ENSG00000143753,ENST00000323699
615844	gene	26007	TKFC	ENSG00000149476,ENST00000394900
615845	gene	406965	MIR190A	ENSG00000211137,ENST00000388402
615846	phenotype			
615847	gene	51134	CEP83	ENSG00000173588,ENST00000339839
615848	phenotype			
615849	phenotype			
615850	gene	55275	VPS53	ENSG00000141252,ENST00000437048
615851	phenotype			
615852	gene	51560	RAB6B	ENSG00000154917,ENST00000285208
615853	gene	196743	PAOX	ENSG00000148832,ENST00000278060
615854	gene	54498	SMOX	ENSG00000088826,ENST00000339123
615855	gene	83857	TMTC1	ENSG00000133687,ENST00000256062
615856	gene	160335	TMTC2	ENSG00000179104,ENST00000551915
615857	gene	55239	OGFOD1	ENSG00000087263,ENST00000566157
615858	gene	54665	RSBN1	ENSG00000081019,ENST00000261441
615859	phenotype			
615860	phenotype			
615861	phenotype			
615862	phenotype			
615863	phenotype			
615864	gene	79598	CEP97	ENSG00000182504,ENST00000341893
615865	gene	84461	NEURL4	ENSG00000215041,ENST00000399464
615866	phenotype			
615867	gene	221322	TBC1D32	ENSG00000146350,ENST00000464622
615868	gene	404203	SPINK6	ENSG00000178172,ENST00000325630
615869	gene	126282	TNFAIP8L1	ENSG00000185361,ENST00000327473
615870	gene	11020	IFT27	ENSG00000100360,ENST00000340630
615871	phenotype			
615872	phenotype			
615873	phenotype			
615874	gene	26156	RSL1D1	ENSG00000171490,ENST00000571133
615875	gene	25950	RWDD3	ENSG00000122481,ENST00000263893
615876	gene	83861	RSPH3	ENSG00000130363,ENST00000367069
615877	phenotype			
615878	phenotype			
615879	phenotype			
615880	gene	80728	ARHGAP39	ENSG00000147799,ENST00000276826
615881	phenotype			
615882	gene	23637	RABGAP1	ENSG00000011454,ENST00000373647
615883	phenotype			
615884	gene	57136	APMAP	ENSG00000101474,ENST00000217456
615885	phenotype			
615886	gene	644815	FAM83G	ENSG00000188522,ENST00000399096
615887	phenotype			
615888	phenotype			
615889	phenotype			
615890	gene	51143	DYNC1LI1	ENSG00000144635,ENST00000273130
615891	gene	339487	ZBTB8OS	ENSG00000176261,ENST00000468695
615892	phenotype	103581096		
615893	gene	54492	NEURL1B	ENSG00000214357,ENST00000369800
615894	gene	55628	ZNF407	ENSG00000215421,ENST00000299687
615895	phenotype			
615896	phenotype			
615897	phenotype			
615898	gene	55471	NDUFAF7	ENSG00000003509,ENST00000002125
615899	gene	169611	OLFML2A	ENSG00000185585,ENST00000331715
615900	gene	60509	AGBL5	ENSG00000084693,ENST00000487078
615901	gene	342897	NCCRP1	ENSG00000188505,ENST00000339852
615902	gene	55012	PPP2R3C	ENSG00000092020,ENST00000261475
615903	gene	400916	CHCHD10	ENSG00000273607,ENST00000629095
615904	gene	137902	PXDNL	ENSG00000147485,ENST00000519183
615905	phenotype			
615906	gene	79596	RNF219	ENSG00000152193,ENST00000282003
615907	phenotype			
615908	gene	574476	MIR520C	ENSG00000207738,ENST00000385005
615909	phenotype			
615910	gene	55739	NAXD	ENSG00000213995,ENST00000309957
615911	phenotype			
615912	gene	79807	GSTCD	ENSG00000138780,ENST00000394730
615913	gene	135293	PM20D2	ENSG00000146281,ENST00000275072
615914	gene	55602	CDKN2AIP	ENSG00000168564,ENST00000504169
615915	gene	131368	ZPLD1	ENSG00000170044,ENST00000491959
615916	phenotype			
615917	phenotype			
615918	phenotype			
615919	phenotype			
615920	gene	55771	PRR11	ENSG00000068489,ENST00000262293
615921	gene	84808	PERM1	ENSG00000187642,ENST00000341290
615922	phenotype			
615923	phenotype			
615924	phenotype			
615925	phenotype			
615926	phenotype			
615927	gene	144347	RFLNA	ENSG00000178882,ENST00000324038
615928	gene	359845	RFLNB	ENSG00000183688,ENST00000329099
615929	gene	26057	ANKRD17	ENSG00000132466,ENST00000358602
615930	gene	100526820	CAHM	ENSG00000270419,ENST00000604200
615931	gene	51334	PRR16	ENSG00000184838,ENST00000379551
615932	gene	222658	KCTD20	ENSG00000112078,ENST00000373731
615933	gene	84280	BTBD10	ENSG00000148925,ENST00000278174
615934	phenotype			
615935	phenotype			
615936	gene	143872	ARHGAP42	ENSG00000165895,ENST00000529535
615937	phenotype			
615938	phenotype			
615939	gene	201562	HACD2	ENSG00000206527,ENST00000383657
615940	gene	51495	HACD3	ENSG00000074696,ENST00000261875
615941	gene	401494	HACD4	ENSG00000188921,ENST00000495827
615942	phenotype			
615943	gene	260425	MAGI3	ENSG00000081026,ENST00000369611
615944	gene	26005	C2CD3	ENSG00000168014,ENST00000313663
615945	phenotype	103753527	SCA37	
615946	phenotype			
615947	phenotype			
615948	phenotype			
615949	gene	26022	TMEM98	ENSG00000006042,ENST00000579849
615950	gene	10290	SPEG	ENSG00000072195,ENST00000498378
615951	gene	57688	ZSWIM6	ENSG00000130449,ENST00000252744
615952	phenotype			
615953	phenotype			
615954	phenotype			
615955	gene	84960	CCDC183	ENSG00000213213,ENST00000484858
615956	gene	115948	CCDC151	ENSG00000198003,ENST00000356392
615957	phenotype			
615958	gene	128710	SLX4IP	ENSG00000149346,ENST00000488816
615959	phenotype			
615960	phenotype			
615961	phenotype			
615962	phenotype			
615963	phenotype			
615964	gene	388815	MIR99AHG	
615965	gene	399959	MIR100HG	ENSG00000255248,ENST00000527474
615966	phenotype			
615967	gene	54905	CYP2W1	ENSG00000073067,ENST00000308919
615968	gene	103752554	MYCNUT	ENSG00000223850,ENST00000433810
615969	phenotype			
615970	phenotype			
615971	moved/removed			
615972	phenotype			
615973	phenotype			
615974	phenotype			
615975	gene	92305	TMEM129	ENSG00000168936,ENST00000303277
615976	gene	101927703	FOXCUT	
615977	gene	442907	MIR339	ENSG00000199023,ENST00000362153
615978	phenotype			
615979	phenotype			
615980	phenotype			
615981	phenotype			
615982	phenotype			
615983	phenotype			
615984	phenotype			
615985	phenotype			
615986	phenotype			
615987	phenotype			
615988	phenotype			
615989	phenotype			
615990	phenotype			
615991	phenotype			
615992	phenotype			
615993	phenotype			
615994	phenotype			
615995	phenotype			
615996	phenotype			
615997	gene	245932	DEFB119	ENSG00000180483,ENST00000339144
615998	gene	9921	RNF10	ENSG00000022840,ENST00000325954
615999	phenotype			
616000	phenotype			
616001	phenotype			
616002	phenotype			
616003	gene	84334	APOPT1	ENSG00000256053,ENST00000409074
616004	phenotype			
616005	phenotype			
616006	phenotype			
616007	phenotype			
616008	gene	51138	COPS4	ENSG00000138663,ENST00000264389
616009	gene	50813	COPS7A	ENSG00000111652,ENST00000543155
616010	gene	64708	COPS7B	ENSG00000144524,ENST00000350033
616011	gene	10920	COPS8	ENSG00000198612,ENST00000354371
616012	gene	84522	JAGN1	ENSG00000171135,ENST00000307768
616013	gene	93587	TRMT10A	ENSG00000145331,ENST00000394877
616014	gene	64320	RNF25	ENSG00000163481,ENST00000295704
616015	gene	285671	RNF180	ENSG00000164197,ENST00000389100
616016	gene	57460	PPM1H	ENSG00000111110,ENST00000228705
616017	gene	140691	TRIM69	ENSG00000278211,ENST00000618398
616018	gene	103021294	ABALON	ENSG00000281376,ENST00000629058
616019	gene	283248	RCOR2	ENSG00000167771,ENST00000301459
616020	gene	116159	CYYR1	ENSG00000166265,ENST00000299340
616021	gene	100996571	CYYR1-AS1	ENSG00000197934,ENST00000357401
616022	phenotype			
616023	gene	57466	SCAF4	ENSG00000156304,ENST00000286835
616024	gene	22828	SCAF8	ENSG00000213079,ENST00000367178
616025	phenotype			
616026	phenotype			
616027	gene	54443	ANLN	ENSG00000011426,ENST00000265748
616028	phenotype			
616029	phenotype			
616030	phenotype			
616031	gene	285025	CCDC141	ENSG00000163492,ENST00000343876
616032	phenotype			
616033	phenotype			
616034	phenotype			
616035	gene	22887	FOXJ3	ENSG00000198815,ENST00000372573
616036	gene	574452	MIR494	ENSG00000194717,ENST00000349529
616037	phenotype			
616038	phenotype			
616039	phenotype			
616040	phenotype			
616041	gene	100131187	TSTD1	ENSG00000215845,ENST00000318289
616042	phenotype			
616043	gene	100750225	PCAT1	ENSG00000253438,ENST00000519319
616044	phenotype			
616045	phenotype			
616046	gene	9050	PSTPIP2	ENSG00000152229,ENST00000589328
616047	gene	57587	CFAP97	ENSG00000164323,ENST00000458385
616048	gene	100505854	APTR	ENSG00000214293,ENST00000440088
616049	gene	10953	TOMM34	ENSG00000025772,ENST00000372813
616050	phenotype			
616051	phenotype			
616052	phenotype			
616053	phenotype			
616054	gene	55250	ELP2	ENSG00000134759,ENST00000358232
616055	phenotype	104326187		
616056	phenotype			
616057	gene	285194	TUSC7	
616058	gene	100507308	TARID	ENSG00000227954,ENST00000419627
616059	phenotype			
616060	phenotype			
616061	gene	23269	MGA	ENSG00000174197,ENST00000566586
616062	gene	23141	ANKLE2	ENSG00000176915,ENST00000357997
616063	phenotype			
616064	gene	64129	TINAGL1	ENSG00000142910,ENST00000271064
616065	gene	196500	PIANP	ENSG00000139200,ENST00000320591
616066	gene	54937	SOHLH2	ENSG00000120669,ENST00000379881
616067	phenotype			
616068	gene	285943	HOXA-AS2	
616069	phenotype			
616070	gene	29070	CCDC113	ENSG00000103021,ENST00000219299
616071	gene	136895	C7orf31	ENSG00000153790,ENST00000283905
616072	gene	50809	HP1BP3	ENSG00000127483,ENST00000312239
616073	gene	55789	DEPDC1B	ENSG00000035499,ENST00000265036
616074	gene	51192	CKLF	ENSG00000217555,ENST00000264001
616075	gene	245934	DEFB121	ENSG00000204548,ENST00000376312
616076	gene	245936	DEFB123	ENSG00000180424,ENST00000376309
616077	gene	245935	DEFB122	ENSG00000204547,ENST00000433453
616078	phenotype			
616079	phenotype			
616080	phenotype			
616081	phenotype			
616082	gene	57102	C12orf4	ENSG00000047621,ENST00000261250
616083	phenotype			
616084	phenotype			
616085	gene	7587	ZNF37A	ENSG00000075407,ENST00000361085
616086	gene	83932	SPRTN	ENSG00000010072,ENST00000295050
616087	phenotype			
616088	gene	440712	C1orf186	ENSG00000263961,ENST00000331555
616089	phenotype			
616090	gene	768219	MIR802	ENSG00000211590,ENST00000390235
616091	gene	64745	METTL17	ENSG00000165792,ENST00000339374
616092	gene	100874054	FALEC	ENSG00000228126,ENST00000416894
616093	phenotype			
616094	phenotype			
616095	phenotype			
616096	gene	104564225	MHRT	
616097	gene	790955	UQCC3	ENSG00000204922,ENST00000531323
616098	phenotype			
616099	phenotype			
616100	phenotype			
616101	gene	339453	TMEM240	ENSG00000205090,ENST00000378733
616102	gene	54495	TMX3	ENSG00000166479,ENST00000299608
616103	gene	26103	LRIT1	ENSG00000148602,ENST00000372105
616104	gene	11317	RBPJL	ENSG00000124232,ENST00000372743
616105	gene	57231	SNX14	ENSG00000135317,ENST00000346348
616106	phenotype			
616107	gene	84188	FAR1	ENSG00000197601,ENST00000354817
616108	phenotype			
616109	gene	79703	C11orf80	ENSG00000173715,ENST00000532565
616110	gene	23220	DTX4	ENSG00000110042,ENST00000227451
616111	phenotype			
616112	gene	56203	LMOD3	ENSG00000163380,ENST00000420581
616113	phenotype			
616114	gene	84181	CHD6	ENSG00000124177,ENST00000373233
616115	phenotype			
616116	phenotype			
616117	phenotype			
616118	phenotype			
616119	gene	257177	CFAP126	ENSG00000188931,ENST00000367974
616120	gene	55280	CWF19L1	ENSG00000095485,ENST00000473842
616121	predominantly phenotypes	387751	GVINP1	ENSG00000254838,ENST00000531871
616122	gene	85002	FAM86B1	ENSG00000186523,ENST00000534520
616123	gene	653333	FAM86B2	ENSG00000145002,ENST00000527331
616124	gene	55199	FAM86C1	ENSG00000158483,ENST00000346333
616125	gene	90826	PRMT9	ENSG00000164169,ENST00000322396
616126	phenotype			
616127	phenotype			
616128	gene	23625	FAM89B	ENSG00000176973,ENST00000316409
616129	gene	541468	LURAP1	ENSG00000171357,ENST00000371980
616130	gene	286343	LURAP1L	ENSG00000153714,ENST00000319264
616131	gene	100287082	GACAT2	ENSG00000265962,ENST00000579368
616132	gene	104797537	GACAT3	
616133	gene	84769	MPV17L2	ENSG00000254858,ENST00000599612
616134	gene	440093	H3F3C	ENSG00000188375,ENST00000340398
616135	gene	24138	IFIT5	ENSG00000152778,ENST00000371795
616136	gene	55182	RNF220	ENSG00000187147,ENST00000355387
616137	gene	100126316	MIR873	ENSG00000215939,ENST00000401120
616138	phenotype			
616139	phenotype			
616140	phenotype			
616141	gene	55506	H2AFY2	ENSG00000099284,ENST00000373255
616142	gene	283742	FAM98B	ENSG00000171262,ENST00000397609
616143	gene	11313	LYPLA2	ENSG00000011009,ENST00000374514
616144	gene	84942	WDR73	ENSG00000177082,ENST00000434634
616145	phenotype			
616146	gene	23483	TGDS	ENSG00000088451,ENST00000261296
616147	gene	65061	CDK15	ENSG00000138395,ENST00000260967
616148	gene	286827	TRIM59	ENSG00000213186,ENST00000309784
616149	gene	55186	SLC25A36	ENSG00000114120,ENST00000446041
616150	gene	153328	SLC25A48	ENSG00000145832,ENST00000274513
616151	phenotype			
616152	phenotype			
616153	gene	147407	SLC25A52	ENSG00000141437,ENST00000269205
616154	phenotype			
616155	phenotype			
616156	gene	55711	FAR2	ENSG00000064763,ENST00000536681
616157	gene	147015	DHRS13	ENSG00000167536,ENST00000378895
616158	phenotype			
616159	gene	79154	DHRS11	ENSG00000278535,ENST00000618403
616160	gene	25979	DHRS7B	ENSG00000109016,ENST00000395511
616161	gene	201140	DHRS7C	ENSG00000184544,ENST00000330255
616162	gene	56948	SDR39U1	ENSG00000100445,ENST00000399395
616163	gene	79758	DHRS12	ENSG00000102796,ENST00000218981
616164	gene	93517	SDR42E1	ENSG00000184860,ENST00000328945
616165	phenotype			
616166	phenotype			
616167	gene	123879	DCUN1D3	ENSG00000188215,ENST00000324344
616168	gene	100188893	TOMM6	ENSG00000214736,ENST00000398884
616169	gene	401505	TOMM5	ENSG00000175768,ENST00000321301
616170	phenotype			
616171	phenotype			
616172	phenotype			
616173	gene	84081	NSRP1	ENSG00000126653,ENST00000247026
616174	gene	150468	CKAP2L	ENSG00000169607,ENST00000302450
616175	gene	51465	UBE2J1	ENSG00000198833,ENST00000435041
616176	phenotype			
616177	gene	65992	DDRGK1	ENSG00000198171,ENST00000354488
616178	gene	124842	TMEM132E	ENSG00000181291,ENST00000321639
616179	gene	57544	TXNDC16	ENSG00000087301,ENST00000281741
616180	gene	23015	GOLGA8A	ENSG00000215252,ENST00000342314
616181	gene	349075	ZNF713	ENSG00000178665,ENST00000429591
616182	phenotype	105180377		
616183	gene	84314	TMEM107	ENSG00000179029,ENST00000533070
616184	gene	23277	CLUH	ENSG00000132361,ENST00000570628
616185	phenotype			
616186	gene	105259599		
616187	phenotype			
616188	phenotype			
616189	gene	23070	CMTR1	ENSG00000137200,ENST00000373451
616190	gene	55783	CMTR2	ENSG00000180917,ENST00000338099
616191	gene	22839	DLGAP4	ENSG00000080845,ENST00000495241
616192	phenotype			
616193	phenotype			
616194	gene	84135	UTP15	ENSG00000164338,ENST00000296792
616195	gene	23160	WDR43	ENSG00000163811,ENST00000407426
616196	gene	25879	DCAF13	ENSG00000164934,ENST00000297579
616197	gene	79954	NOL10	ENSG00000115761,ENST00000381685
616198	phenotype			
616199	phenotype			
616200	phenotype			
616201	phenotype			
616202	phenotype			
616203	gene	153129	SLC38A9	ENSG00000177058,ENST00000396865
616204	phenotype			
616205	gene	693233	MIR648	ENSG00000207780,ENST00000385046
616206	gene	729177	NBAT1	
616207	gene	100506668	NRAV	ENSG00000248008,ENST00000500741
616208	phenotype			
616209	phenotype			
616210	gene	201725	C4orf46	ENSG00000205208,ENST00000379205
616211	phenotype			
616212	phenotype			
616213	gene	23036	ZNF292	ENSG00000188994,ENST00000339907
616214	phenotype			
616215	gene	90993	CREB3L1	ENSG00000157613,ENST00000621158
616216	phenotype			
616217	phenotype			
616218	gene	54662	TBC1D13	ENSG00000107021,ENST00000223865
616219	phenotype			
616220	phenotype			
616221	phenotype			
616222	phenotype			
616223	gene	55908	ANGPTL8	ENSG00000130173,ENST00000252453
616225	gene	23130	ATG2A	ENSG00000110046,ENST00000377264
616226	gene	55102	ATG2B	ENSG00000066739,ENST00000359933
616227	phenotype			
616228	phenotype			
616229	phenotype			
616230	phenotype			
616231	phenotype			
616232	gene	728637	MEIKIN	ENSG00000239642,ENST00000442687
616233	moved/removed			
616234	gene	80304	WDCP	ENSG00000163026,ENST00000295148
616235	gene	79768	KATNBL1	ENSG00000134152,ENST00000256544
616236	gene	150356	CHADL	ENSG00000100399,ENST00000216241
616237	gene	85442	KNDC1	ENSG00000171798,ENST00000368571
616238	gene	166793	ZBTB49	ENSG00000168826,ENST00000337872
616239	phenotype			
616240	gene	90271	OLMALINC	
616241	gene	284207	METRNL	ENSG00000275031,ENST00000633913
616242	gene	23023	TMCC1	ENSG00000172765,ENST00000393238
616243	gene	23240	KIAA0922	ENSG00000121210,ENST00000409959
616244	gene	51142	CHCHD2	ENSG00000106153,ENST00000395422
616245	gene	51234	EMC4	ENSG00000128463,ENST00000267750
616246	gene	100507027	MRLN	ENSG00000227877,ENST00000414264
616247	phenotype			
616248	phenotype			
616249	phenotype			
616250	gene	284434	NWD1	ENSG00000188039,ENST00000524140
616251	gene	9747	TCAF1	ENSG00000198420,ENST00000479870
616252	gene	285966	TCAF2	ENSG00000170379,ENST00000441159
616253	gene	170825	GSX2	ENSG00000180613,ENST00000326902
616254	gene	81570	CLPB	ENSG00000162129,ENST00000294053
616255	phenotype			
616256	gene	339390	CLEC4G	ENSG00000182566,ENST00000328853
616257	gene	11328	FKBP9	ENSG00000122642,ENST00000242209
616258	phenotype			
616259	gene	104472715	SNHG14	
616260	phenotype			
616261	gene	54517	PUS7	ENSG00000091127,ENST00000469408
616262	gene	9903	KLHL21	ENSG00000162413,ENST00000377658
616263	phenotype			
616264	gene	102467146	MAFTRR	ENSG00000261390,ENST00000566729
616265	phenotype			
616266	phenotype			
616267	phenotype			
616268	phenotype			
616269	phenotype			
616270	phenotype			
616271	phenotype			
616272	gene	574484	MIR520G	ENSG00000207799,ENST00000385064
616273	gene	104472713	PCAT29	
616274	gene	100423042	MIR4276	ENSG00000265846,ENST00000584832
616275	gene	84908	FAM136A	ENSG00000035141,ENST00000037869
616276	phenotype			
616277	phenotype			
616278	phenotype			
616279	phenotype			
616280	phenotype			
616281	phenotype			
616282	phenotype			
616283	gene	83480	PUS3	ENSG00000110060,ENST00000530811
616284	gene	388698	FLG2	ENSG00000143520,ENST00000388718
616285	gene	114793	FMNL2	ENSG00000157827,ENST00000288670
616286	phenotype			
616287	phenotype			
616288	gene	91010	FMNL3	ENSG00000161791,ENST00000352151
616289	phenotype			
616290	gene	26149	ZNF658	ENSG00000274349,ENST00000612867
616291	phenotype			
616292	gene	158297	SAXO1	ENSG00000155875,ENST00000380534
616293	gene	388697	HRNR	ENSG00000197915,ENST00000368801
616294	phenotype			
616295	phenotype			
616296	gene	79772	MCTP1	ENSG00000175471,ENST00000515393
616297	gene	55784	MCTP2	ENSG00000140563,ENST00000543482
616298	phenotype			
616299	phenotype			
616300	phenotype			
616301	gene	100131439	CD300LD	ENSG00000204345,ENST00000375352
616302	gene	221937	FOXK1	ENSG00000164916,ENST00000328914
616303	gene	29062	WDR91	ENSG00000105875,ENST00000354475
616304	phenotype			
616305	gene	55691	FRMD4A	ENSG00000151474,ENST00000493380
616306	gene	100861412	FSBP	ENSG00000265817,ENST00000481490
616307	phenotype			
616308	gene	103344929	BGLT3	ENSG00000260629,ENST00000564523
616309	gene	84978	FRMD5	ENSG00000171877,ENST00000417257
616310	gene	89839	ARHGAP11B	ENSG00000187951,ENST00000428041
616311	phenotype			
616312	gene	221496	LEMD2	ENSG00000161904,ENST00000293760
616313	phenotype			
616314	phenotype			
616315	gene	286257	C9orf142	ENSG00000148362,ENST00000492564
616316	gene	23201	FAM168A	ENSG00000054965,ENST00000356467
616317	gene	284161	GDPD1	ENSG00000153982,ENST00000284116
616318	gene	79153	GDPD3	ENSG00000102886,ENST00000406256
616319	gene	51444	RNF138	ENSG00000134758,ENST00000261593
616320	gene	81889	FAHD1	ENSG00000180185,ENST00000427358
616321	phenotype			
616322	phenotype			
616323	phenotype			
616324	phenotype			
616325	phenotype			
616326	phenotype			
616327	gene	283489	CHAMP1	ENSG00000198824,ENST00000361283
616328	gene	105447646		
616329	phenotype			
616330	phenotype			
616331	phenotype			
616332	gene	79624	ARMT1	ENSG00000146476,ENST00000367294
616333	gene	105664404	WSPAR	ENSG00000249073,ENST00000513561
